Year,LoanCharacteristicsID,Bank,FIPSStateNumericCode,FIPSCountyCode,CoreBasedStatisticalAreaCode,CensusTractMinorityRatioPercent,CensusTractMedFamIncomeAmount,LocalAreaMedianIncomeAmount,HUDMedianIncomeAmount,TotalMonthlyIncomeAmount,LTVRatioPercent,NoteRatePercent,NoteAmount,HousingExpenseRatioPercent,TotalDebtExpenseRatioPercent,Borrower1CreditScoreValue,Borrower2CreditScoreValue,PMICoveragePercent,LoanPurposeType,ProductCategoryName,MortgageType,ScheduledTotalPaymentCount,LoanAmortizationMaxTermMonths,MortgageLoanSellerInstType,PropertyUsageType,PropertyUnitCount,PropertyType,BorrowerCount,BorrowerFirstTimeHomebuyer,Borrower1AgeAtApplicationYears,Borrower2AgeAtApplicationYears,Borrower1SexType,Borrower2SexType,Borrower1Race1Type,Borrower2Race1Type,EmploymentBorrowerSelfEmployed,min_credit_score,avg_age
2024,2845167,Topeka,08,069,22660,14.352,120124,112985,118800,20584,95,6.875,760000,27.66,33.65,4,NA,30,1,01,0,360,360,01,1,1,PT01,1,0,33,NA,2,NA,NA,8,0,4,33
2024,2845168,Topeka,08,035,19740,23.886,101944,119980,130400,21961,80,6.875,411400,30.18,47.18,5,5,0,1,01,0,360,360,01,2,1,PT07,2,0,63,64,1,2,5,5,1,5,63.5
2024,2845169,Topeka,04,013,38060,23.926,203641,93191,101300,13334,90,6.75,468000,28.06,28.95,5,NA,25,1,01,0,360,360,01,1,1,PT07,1,0,33,NA,2,NA,5,8,0,5,33
2024,2845170,Topeka,20,177,45820,36.504,82708,85437,87300,4222,79,6.25,59000,18.08,33.31,4,NA,0,6,01,0,180,180,01,1,1,PT01,1,0,61,NA,2,NA,5,8,0,4,61
2024,2845171,Topeka,20,177,45820,11.884,95500,85437,87300,8954,95,6.75,270750,24.81,35.5,5,4,30,1,01,0,360,360,01,1,1,PT01,2,0,23,25,1,2,5,5,0,4,24
2024,2845172,Topeka,31,079,24260,16.63,84323,78557,95600,6004,79,6.375,225000,32.33,45.66,5,5,0,2,01,0,360,360,01,1,1,PT01,2,0,36,34,1,2,5,5,0,5,35
2024,2845173,Topeka,20,173,48620,12.908,77376,84050,91200,11189,80,7,360000,26.75,41.6,5,5,0,6,01,0,360,360,01,1,1,PT01,2,0,35,35,2,1,5,5,1,5,35
2024,2845174,Topeka,33,011,31700,8.092,152804,118936,126000,16096,84,6.875,470000,25.57,30.91,5,5,12,1,01,0,360,360,01,1,1,PT01,2,1,29,29,1,2,5,5,0,5,29
2024,2845176,Topeka,08,123,24540,24.802,109125,102620,114500,10555,47,7,350000,28.14,47.18,4,4,0,2,01,0,360,360,01,1,1,PT07,2,0,49,48,NA,NA,NA,NA,1,4,48.5
2024,2845179,Topeka,40,109,36420,16.569,143750,84302,89100,22737,80,6.125,387120,14.17,46.49,5,4,0,1,01,0,360,360,01,1,1,PT07,2,0,29,40,1,2,5,5,0,4,34.5
2024,2845180,Topeka,31,063,99999,7.225,72500,81979,82700,4665,29,6.75,40000,14.07,23.37,3,4,0,6,01,0,180,180,01,1,1,PT01,2,0,39,29,1,2,5,5,0,3,34
2024,2845181,Topeka,31,111,35820,13.861,82378,81979,86100,6451,75,6.875,300000,42,45.48,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,52,56,2,1,5,5,0,5,54
2024,2845182,Topeka,20,091,28140,28.464,130875,99766,103000,7972,76,6.5,305000,34.66,45.96,5,5,0,1,01,0,360,360,01,1,1,PT01,2,1,64,62,2,1,5,5,0,5,63
2024,2845183,Topeka,01,003,19300,24.797,61838,89953,89100,19248,80,6.625,492021,18.25,43.85,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,66,63,1,2,5,5,1,5,64.5
2024,2845184,Topeka,29,061,99999,4.942,71250,69744,74100,29270,80,7.5,568000,9.29,25.25,4,4,0,1,01,0,360,360,01,1,1,PT01,2,1,51,53,1,2,5,5,0,4,52
2024,2845185,Topeka,20,173,48620,15.879,126793,84050,91200,21753,80,7.125,461600,19.63,27.17,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,54,55,1,2,NA,NA,1,5,54.5
2024,2845186,Topeka,40,143,46140,38.114,65968,83507,85300,9584,80,6.5,264000,23.33,27.84,4,5,0,1,01,0,360,360,01,1,1,PT01,2,1,53,51,1,2,5,5,0,4,52
2024,2845187,Topeka,40,143,46140,26.01,130727,83507,85300,21931,95,6.25,616550,22.79,35.68,5,5,30,1,01,0,360,360,01,1,1,PT01,2,0,41,41,1,2,5,5,0,5,41
2024,2845188,Topeka,31,023,99999,12.034,101384,98250,104300,13556,78,7,349000,25.51,35.98,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,33,NA,1,NA,5,8,0,5,33
2024,2845189,Topeka,31,023,99999,7.882,92313,98250,104300,9693,67,6.75,457000,37.48,42.61,5,4,0,2,01,0,360,360,01,1,1,PT01,2,0,25,24,1,2,5,5,0,4,24.5
2024,2845190,Topeka,31,023,99999,12.034,101384,98250,104300,4420,80,6.375,137600,27.81,45.38,4,4,0,1,01,0,360,360,01,1,1,PT01,2,1,23,23,1,2,5,5,0,4,23
2024,2845191,Topeka,31,019,28260,10.213,102890,93464,99200,34916,90,6.625,455000,10.67,30.23,5,5,25,2,01,0,360,360,01,1,1,PT07,2,0,40,41,1,2,5,5,0,5,40.5
2024,2845192,Topeka,40,143,46140,30.789,108125,83507,85300,7662,58,6,200000,30.04,30.37,4,5,0,1,01,0,180,180,01,1,1,PT01,2,1,42,41,1,2,5,5,0,4,41.5
2024,2845193,Topeka,40,143,46140,67.552,76953,76559,84100,5859,80,5.875,172000,27.01,28.22,4,NA,0,1,01,0,360,360,01,1,1,PT01,1,1,30,NA,2,NA,2,8,0,4,30
2024,2845194,Topeka,20,173,48620,27.424,119063,84050,91200,8750,90,6.625,412000,39.91,40.36,5,NA,25,2,01,0,360,360,01,1,1,PT01,1,0,21,NA,2,NA,5,8,0,5,21
2024,2845195,Topeka,45,045,24860,28.079,129474,82045,84700,9088,78,7.375,375000,32.91,43.3,5,NA,0,6,01,0,360,360,01,1,1,PT01,1,0,40,NA,1,NA,5,8,0,5,40
2024,2845196,Topeka,20,173,48620,25.14,151250,84050,91200,9751,80,7,339200,32.64,37.43,4,4,0,1,01,0,360,360,01,1,1,PT01,2,1,29,28,1,2,5,5,0,4,28.5
2024,2845197,Topeka,20,173,48620,25.14,151250,84050,91200,15121,95,6.875,415150,21.64,30.16,5,5,30,1,01,0,360,360,01,1,1,PT01,2,1,32,31,1,2,5,5,0,5,31.5
2024,2845198,Topeka,20,173,48620,35.502,149542,84050,91200,47160,80,6.875,352000,15.11,40.12,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,51,81,2,1,5,5,1,5,66
2024,2845199,Topeka,20,173,48620,25.14,151250,84050,91200,10983,80,7.125,311920,24.61,38.38,5,4,0,1,01,0,360,360,01,1,1,PT01,2,0,40,46,1,2,NA,NA,1,4,43
2024,2845200,Topeka,20,173,48620,20.322,95286,84050,91200,15355,73,6.5,657200,35.5,47.37,5,5,0,2,01,0,360,360,01,1,1,PT01,2,0,52,50,1,2,5,5,1,5,51
2024,2845201,Topeka,20,173,48620,23.537,88201,84050,91200,7762,85,7,267750,29.37,48.58,3,4,12,1,01,0,360,360,01,1,1,PT01,2,1,63,33,2,1,5,5,0,3,48
2024,2845202,Topeka,20,173,48620,20.322,95286,84050,91200,4326,99,6.125,220150,38.35,38.35,2,NA,0,2,01,2,360,360,01,1,1,PT01,1,0,32,NA,1,NA,5,8,0,2,32
2024,2845203,Topeka,37,031,33980,4.277,116544,86312,94300,18734,90,7.5,319500,11.66,31.94,5,5,25,1,01,0,360,360,01,2,1,PT01,2,0,55,58,1,2,5,5,0,5,56.5
2024,2845204,Topeka,20,079,48620,29.986,80981,84050,91200,14574,95,6.625,475000,25.81,32.83,5,5,30,2,01,0,360,360,01,1,1,PT01,2,0,40,39,2,1,5,5,0,5,39.5
2024,2845205,Topeka,20,173,48620,16.081,99750,84050,91200,5723,67,6.25,200000,30.06,30.23,5,5,0,2,01,0,360,360,01,1,1,PT07,2,0,28,27,1,2,5,5,0,5,27.5
2024,2845206,Topeka,20,173,48620,33.11,71386,84050,91200,6155,75,6.75,67500,11.81,45.2,3,NA,0,2,01,0,360,360,01,1,1,PT01,1,0,42,NA,2,NA,5,8,0,3,42
2024,2845207,Topeka,08,073,99999,33.677,97794,89519,95000,10921,100,5.875,369000,24.76,28.53,2,NA,0,1,01,2,360,360,01,1,1,PT01,1,1,51,NA,1,NA,2,8,0,2,51
2024,2845208,Topeka,08,041,17820,42.458,82596,98394,103700,11532,85,6.5,379527,25.25,37.85,2,3,0,1,01,1,360,360,01,1,1,PT01,2,1,33,31,1,2,5,5,0,2,32
2024,2845209,Topeka,05,051,26300,37.128,55048,68326,70900,25894,90,7.625,198000,14.05,29.44,5,5,25,1,01,0,360,360,01,2,1,PT06,2,0,53,48,1,2,5,5,0,5,50.5
2024,2845210,Topeka,40,115,33060,36.915,61250,66879,69000,29741,80,7.625,208000,13.58,28.13,3,3,0,1,01,0,360,360,01,2,1,PT01,2,0,39,38,1,2,NA,NA,1,3,38.5
2024,2845211,Topeka,47,009,28940,9.133,113750,84160,89000,19358,90,7.5,518400,16.73,39.78,5,5,25,1,01,0,360,360,01,2,1,PT01,2,0,39,43,2,1,5,NA,0,5,41
2024,2845212,Topeka,45,051,34820,7.777,59627,75945,82900,20553,90,7.625,243000,10.11,32.04,4,5,25,1,01,0,360,360,01,2,1,PT06,2,0,35,35,2,1,5,2,0,4,35
2024,2845213,Topeka,45,013,25940,29.341,85603,90472,101800,18362,90,7.875,349000,11.51,32.13,5,5,25,1,01,0,360,360,01,2,1,PT01,2,0,55,51,2,1,5,5,0,5,53
2024,2845215,Topeka,48,041,17780,40.838,52813,82943,93400,13409,80,7.5,147200,15.49,36.96,5,5,0,1,01,0,360,360,01,2,1,PT06,2,0,54,57,1,2,5,5,0,5,55.5
2024,2845216,Topeka,48,041,17780,27.534,110250,82943,93400,19488,75,7.625,178500,25.96,49.37,3,3,0,1,01,0,360,360,01,2,1,PT06,2,0,48,52,2,1,2,2,0,3,50
2024,2845218,Topeka,08,041,17820,30.451,119859,98394,103700,15472,97,5.75,564086,24.18,24.6,5,5,0,1,01,2,360,360,01,1,1,PT07,2,1,39,39,1,2,5,5,0,5,39
2024,2845221,Topeka,40,087,36420,23.187,103188,84302,89100,9353,67,6.5,109000,10.38,16.09,4,4,0,2,01,0,360,360,01,1,1,PT01,2,0,52,49,1,2,2,5,0,4,50.5
2024,2845222,Topeka,19,153,19780,14.343,181957,102398,111800,9666,80,7.5,396000,37.11,46.95,4,4,0,1,01,0,360,360,01,1,1,PT07,2,0,34,31,1,2,2,2,1,4,32.5
2024,2845223,Topeka,08,073,99999,33.677,97794,89519,95000,9000,74,6.75,190000,17.85,30.16,5,NA,0,6,01,0,360,360,01,1,1,PT01,1,0,33,NA,1,NA,5,8,0,5,33
2024,2845224,Topeka,20,003,99999,0,0,0,84000,8112,77,6.375,237000,24.78,35.95,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,60,58,1,2,5,5,0,5,59
2024,2845226,Topeka,40,007,99999,10.066,100000,70598,75000,8637,80,6.875,218400,22.3,38.32,5,NA,0,6,01,0,360,360,01,1,1,PT01,1,0,42,NA,1,NA,5,8,0,5,42
2024,2845227,Topeka,40,109,36420,32.009,139565,84302,89100,20000,90,7.25,351000,13.82,41.27,4,4,25,1,01,0,360,360,01,2,1,PT01,2,0,41,51,2,1,2,2,1,4,46
2024,2845228,Topeka,20,037,38260,11.055,76387,76220,82700,41556,82,7.375,726200,15.61,19.64,5,NA,12,2,01,0,360,360,01,1,1,PT01,1,0,35,NA,1,NA,5,8,0,5,35
2024,2845229,Topeka,20,037,38260,11.055,76387,76220,82700,6940,80,7,159500,18,19.95,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,67,NA,1,NA,5,8,0,5,67
2024,2845230,Topeka,20,015,48620,11.694,97250,84050,91200,5200,95,7.25,118750,22.79,23.18,4,NA,30,1,01,0,360,360,01,1,1,PT01,1,1,20,NA,1,NA,5,8,0,4,20
2024,2845231,Topeka,20,003,99999,8.362,81585,79089,84000,8959,80,7.125,272800,28.62,37.28,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,35,38,2,1,5,5,0,5,36.5
2024,2845232,Topeka,20,115,99999,8.59,71346,76220,82700,18530,84,6.5,360000,16.17,20.57,5,5,12,2,01,0,360,360,01,1,1,PT01,2,0,40,43,2,1,5,5,0,5,41.5
2024,2845233,Topeka,20,015,48620,11.738,137188,84050,91200,7779,31,6.375,160000,21.18,35.63,5,NA,0,2,01,0,360,360,01,1,1,PT01,1,0,54,NA,2,NA,5,8,0,5,54
2024,2845234,Topeka,20,091,28140,16.342,145667,99766,103000,19242,70,6.25,225000,8.97,24.49,5,5,0,1,01,0,360,360,01,2,1,PT01,2,0,53,51,1,2,5,5,0,5,52
2024,2845235,Topeka,31,109,30700,12.614,170417,95060,102200,9750,84,6.875,380000,32.96,41.92,4,5,12,1,01,0,360,360,01,1,1,PT07,2,0,45,37,1,2,NA,NA,0,4,41
2024,2845236,Topeka,31,153,36540,10.086,142699,102337,109700,21395,77,7,645000,21.86,40.86,5,4,0,2,01,0,360,360,01,1,1,PT07,2,0,53,49,1,2,5,5,0,4,51
2024,2845237,Topeka,31,053,23340,17.61,75781,85936,91200,11657,80,6.75,290400,20.9,32.52,3,5,0,1,01,0,360,360,01,1,1,PT01,2,0,32,32,1,2,5,5,0,3,32
2024,2845238,Topeka,31,109,30700,6.564,115766,95060,102200,31226,80,6.75,760000,19.22,49.57,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,49,48,1,2,5,2,0,5,48.5
2024,2845239,Topeka,31,109,30700,6.564,115766,95060,102200,7193,80,6.875,400000,40.89,40.89,5,NA,0,1,01,0,360,360,01,1,1,PT07,1,0,31,NA,1,NA,5,8,0,5,31
2024,2845240,Topeka,08,005,19740,13.103,72571,119980,130400,9077,80,7.375,392000,29.83,30.59,5,5,0,1,01,0,360,360,01,1,1,PT06,2,0,85,84,1,2,5,5,0,5,84.5
2024,2845241,Topeka,20,037,38260,18.134,58640,76220,82700,33615,80,6.5,304000,14.79,20.75,4,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,42,NA,1,NA,5,8,1,4,42
2024,2845242,Topeka,31,043,43580,79.712,0,86858,92500,7609,90,6.75,225000,25.07,42.41,5,5,25,1,01,0,360,360,01,1,1,PT01,2,1,22,42,2,1,5,5,0,5,32
2024,2845243,Topeka,08,121,99999,17.441,69922,85298,94200,10348,21,5.75,100000,8.13,16.51,5,5,0,2,01,0,240,240,01,1,1,PT01,2,0,75,75,1,2,5,5,1,5,75
2024,2845244,Topeka,31,119,35740,14.758,101165,83692,88900,9418,90,6.75,202500,20,36,5,4,25,1,01,0,360,360,01,1,1,PT01,2,1,37,32,1,2,5,5,0,4,34.5
2024,2845245,Topeka,31,109,30700,5.88,120774,95060,102200,8592,44,7,243000,22.53,26.89,5,5,0,2,01,0,360,360,01,1,1,PT07,2,0,63,59,1,2,5,5,0,5,61
2024,2845246,Topeka,40,143,46140,18.757,167240,83507,85300,13901,60,6.375,261100,20.75,26.57,4,4,0,6,01,0,360,360,01,1,1,PT01,3,0,42,79,1,1,5,5,0,4,60.5
2024,2845247,Topeka,40,145,46140,29.744,107546,83507,85300,16598,95,6.875,399000,19.68,38.71,4,4,30,1,01,0,360,360,01,1,1,PT01,2,0,30,36,2,1,5,1,0,4,33
2024,2845248,Topeka,31,011,99999,6.729,78710,86767,92100,8503,80,6.875,240000,23,34,4,4,0,1,01,0,360,360,01,1,1,PT01,2,1,29,26,1,2,5,5,0,4,27.5
2024,2845249,Topeka,31,011,99999,4.661,98750,86767,92100,8393,58,6.75,225000,23.17,30.24,5,5,0,2,01,0,360,360,01,1,1,PT01,2,0,55,59,2,1,5,5,1,5,57
2024,2845250,Topeka,31,125,99999,5.266,80787,81979,85800,8666,74,6.25,125000,14.7,21.43,4,5,0,6,01,0,240,240,01,1,1,PT01,2,0,32,33,1,2,5,5,0,4,32.5
2024,2845251,Topeka,31,055,36540,21.925,117332,102337,109700,8844,80,6.625,232000,24.9,43.2,5,5,0,1,01,0,360,360,01,1,1,PT07,2,0,28,29,1,2,5,5,0,5,28.5
2024,2845252,Topeka,31,109,30700,6.564,115766,95060,102200,13437,65,6.875,275000,20.37,21.64,5,5,0,2,01,0,360,360,01,1,1,PT01,2,0,28,29,1,2,5,5,0,5,28.5
2024,2845253,Topeka,40,051,36420,21.601,92188,78216,85800,3681,47,5.875,109000,23.49,33.29,5,NA,0,6,01,0,360,360,01,1,1,PT01,1,0,73,NA,2,NA,5,8,0,5,73
2024,2845254,Topeka,40,017,36420,26.67,103942,78216,85800,5416,29,5.625,86000,22.14,28.35,4,NA,0,6,01,0,180,180,01,1,1,PT01,1,0,61,NA,1,NA,5,8,0,4,61
2024,2845255,Topeka,20,177,45820,15.783,104643,85437,87300,3842,25,6.375,45000,17.29,18.59,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,45,NA,2,NA,5,8,0,5,45
2024,2845256,Topeka,20,131,99999,5.412,99464,95802,101700,9624,88,6.625,214000,18.33,29.81,4,4,25,1,01,0,360,360,01,1,1,PT01,2,0,25,27,1,2,5,5,0,4,26
2024,2845257,Topeka,20,177,45820,18.084,121389,85437,87300,14690,95,6.5,350550,21.39,42.53,4,4,30,1,01,0,360,360,01,1,1,PT01,2,0,41,37,1,2,5,5,0,4,39
2024,2845258,Topeka,20,177,45820,23.727,94444,85437,87300,3795,80,6.25,72000,23.73,41.17,3,NA,0,1,01,0,360,360,01,1,1,PT06,1,0,58,NA,2,NA,5,8,0,3,58
2024,2845259,Topeka,31,153,36540,19.341,132381,102337,109700,8536,80,6.625,276000,30.09,31.47,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,37,NA,1,NA,5,8,0,5,37
2024,2845260,Topeka,31,119,35740,32.538,74375,83692,88900,13586,80,7.125,290000,24.94,25.38,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,37,37,2,1,5,5,0,5,37
2024,2845261,Topeka,29,189,41180,26.778,184375,97901,103200,10346,72,7.625,320000,27.11,33.34,5,3,0,1,01,0,360,360,01,1,1,PT07,2,1,35,35,2,1,5,5,0,3,35
2024,2845262,Topeka,08,123,24540,23.088,92316,102620,114500,11609,80,6.625,418000,28.06,28.66,5,5,0,1,01,0,360,360,01,1,1,PT07,2,1,27,26,2,1,5,5,0,5,26.5
2024,2845263,Topeka,31,155,36540,10.551,102685,102337,109700,31457,80,6.875,452000,12.72,41.85,5,5,0,1,01,0,360,360,01,1,1,PT07,2,0,50,50,1,2,5,5,1,5,50
2024,2845264,Topeka,31,109,30700,5.88,120774,95060,102200,15758,71,7,403000,19.89,41.27,5,NA,0,2,01,0,360,360,01,1,1,PT07,1,0,46,NA,1,NA,5,8,1,5,46
2024,2845265,Topeka,20,125,99999,23.666,75694,76220,82700,5888,55,6.75,100000,14.38,29.43,4,NA,0,6,01,0,360,360,01,1,1,PT01,1,0,35,NA,2,NA,5,8,0,4,35
2024,2845266,Topeka,31,055,36540,16.945,155548,102337,109700,7027,64,7.25,280000,39.35,48.54,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,45,52,2,1,2,2,0,5,48.5
2024,2845267,Topeka,20,067,99999,61.138,84886,87601,92800,6750,95,6.125,199500,28.47,35.34,3,NA,30,1,01,0,360,360,01,1,1,PT01,1,1,27,NA,1,NA,5,8,0,3,27
2024,2845268,Topeka,40,131,46140,41.083,57875,83507,85300,12937,95,7.375,230850,15.56,34.97,5,NA,30,1,01,0,360,360,01,1,1,PT01,1,0,43,NA,2,NA,1,8,0,5,43
2024,2845269,Topeka,40,115,33060,37.665,66711,66879,69000,7273,50,6.875,111800,12.8,15.95,4,4,0,2,01,0,360,360,01,1,1,PT01,2,0,21,21,2,1,5,5,0,4,21
2024,2845270,Topeka,40,115,33060,37.665,66711,66879,69000,5833,56,6.375,212000,28.55,30.49,5,NA,0,6,01,0,360,360,01,1,1,PT01,1,0,41,NA,1,NA,5,8,0,5,41
2024,2845271,Topeka,20,155,26740,7.255,86875,76220,82700,8028,95,7.125,327750,33.57,37.52,4,4,30,1,01,0,360,360,01,1,1,PT01,2,0,35,36,1,2,5,5,1,4,35.5
2024,2845272,Topeka,20,051,25700,16.762,80365,86484,91800,19838,80,6.5,336000,13.62,13.62,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,70,65,1,2,5,5,0,5,67.5
2024,2845273,Topeka,20,173,48620,27.424,119063,84050,91200,23009,95,6.75,503500,18.25,33.84,5,5,30,1,01,0,360,360,01,1,1,PT01,2,1,35,34,1,2,2,2,0,5,34.5
2024,2845274,Topeka,20,015,48620,11.694,97250,84050,91200,8750,80,6.875,268000,25.64,25.98,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,39,NA,2,NA,5,8,0,5,39
2024,2845275,Topeka,20,159,99999,31.635,68855,76220,82700,4352,13,6.375,33000,18.71,20.06,5,5,0,6,01,0,180,180,01,1,1,PT01,2,0,69,67,1,2,5,5,0,5,68
2024,2845276,Topeka,20,113,32700,13.147,87194,88145,93600,8130,95,7.25,286700,32.38,37.88,5,5,30,1,01,0,360,360,01,1,1,PT01,2,0,62,54,1,2,5,5,0,5,58
2024,2845277,Topeka,20,173,48620,49.012,44094,84050,91200,5928,70,6.625,38500,7.56,39.98,3,NA,0,6,01,0,180,180,01,1,1,PT01,1,0,38,NA,1,NA,5,8,0,3,38
2024,2845278,Topeka,20,113,32700,13.147,87194,88145,93600,14138,80,6.5,308000,24.01,27.93,5,5,0,1,01,0,180,180,01,1,1,PT01,2,0,31,29,1,2,5,5,0,5,30
2024,2845279,Topeka,20,009,24460,13.91,86271,76220,82700,7596,52,6.625,120000,24.99,42.28,5,NA,0,1,01,0,180,180,01,1,1,PT07,1,0,72,NA,2,NA,5,8,0,5,72
2024,2845280,Topeka,20,173,48620,0,0,0,91200,7978,85,6.75,301750,32.29,46.47,4,NA,12,1,01,0,360,360,01,1,1,PT07,1,1,35,NA,1,NA,2,8,0,4,35
2024,2845281,Topeka,20,137,99999,14.087,75597,76220,82700,7250,80,6,160000,20.69,21.62,4,4,0,1,01,0,240,240,01,1,1,PT01,2,1,21,21,1,2,5,5,0,4,21
2024,2845283,Topeka,31,019,28260,6.141,93643,93464,99200,33685,46,7,560000,14.69,15.2,5,5,0,6,01,0,360,360,01,1,1,PT01,2,0,43,44,2,1,5,5,1,5,43.5
2024,2845284,Topeka,31,137,99999,10.31,77344,91111,96700,5212,48,6.125,60000,18.13,34.36,5,NA,0,6,01,0,120,120,01,1,1,PT01,1,0,48,NA,1,NA,5,8,0,5,48
2024,2845285,Topeka,31,151,99999,12.91,79550,83048,88200,7539,95,6.75,204250,24.39,33.83,5,NA,30,1,01,0,360,360,01,1,1,PT01,1,1,26,NA,1,NA,5,8,0,5,26
2024,2845286,Topeka,31,039,99999,8.566,82420,83687,88900,3586,80,6,172000,39.37,43.11,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,67,NA,1,NA,5,8,0,5,67
2024,2845287,Topeka,31,167,35740,12.258,89550,88979,94500,9665,31,6.75,100000,13.02,38.94,2,4,0,2,01,0,360,360,01,1,1,PT01,2,0,72,65,1,2,5,5,0,2,68.5
2024,2845288,Topeka,31,055,36540,9.15,194663,102337,109700,13114,52,6.75,600000,33.23,33.23,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,32,36,1,2,5,5,0,5,34
2024,2845289,Topeka,31,119,35740,8.282,123214,83692,88900,12293,80,6.5,350000,23.6,35.17,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,35,36,2,1,5,5,0,5,35.5
2024,2845290,Topeka,20,149,31740,17.998,76339,81592,85700,9232,80,6.625,104000,15.34,40.45,4,5,0,1,01,0,180,180,01,1,1,PT01,2,0,35,30,1,2,5,5,1,4,32.5
2024,2845291,Topeka,20,149,31740,10.583,105192,81592,85700,8760,80,6.5,120000,11.75,27.64,3,4,0,1,01,0,360,360,01,1,1,PT01,2,0,26,25,1,2,NA,NA,0,3,25.5
2024,2845292,Topeka,20,161,31740,21.866,113898,81592,85700,18995,95,7.25,356250,17.73,36.05,4,5,30,1,01,0,360,360,01,1,1,PT01,2,0,32,31,1,2,5,5,0,4,31.5
2024,2845293,Topeka,31,055,36540,9.51,106125,102337,109700,20778,23,5.75,170000,12.67,13.42,5,5,0,1,01,0,180,180,01,1,1,PT07,2,0,54,53,1,2,5,5,1,5,53.5
2024,2845294,Topeka,31,079,24260,25.411,109259,78557,95600,5445,31,6.375,110000,39.31,40.06,5,NA,0,6,01,0,180,180,01,1,1,PT01,1,0,67,NA,1,NA,5,8,0,5,67
2024,2845295,Topeka,31,155,36540,7.954,104023,102337,109700,10778,78,6.5,175000,19.11,19.76,4,5,0,1,01,0,180,180,01,1,1,PT01,2,1,24,24,1,2,5,5,0,4,24
2024,2845296,Topeka,31,109,30700,9.93,146696,95060,102200,16624,69,6.625,538000,29.53,38.92,5,5,0,1,01,0,360,360,01,1,1,PT07,2,0,41,41,2,1,5,5,0,5,41
2024,2845297,Topeka,20,173,48620,21.949,96494,84050,91200,26679,90,6.375,530000,14.89,22.37,5,5,25,1,01,0,360,360,01,1,1,PT01,2,0,39,40,1,2,5,5,0,5,39.5
2024,2845298,Topeka,20,113,32700,6.004,88000,88145,93600,14250,80,6.375,312000,18.31,40.16,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,31,29,1,2,5,NA,0,5,30
2024,2845299,Topeka,19,093,99999,10.099,73333,82402,86700,13125,80,5.875,168000,15.27,15.73,5,NA,0,1,01,0,180,180,01,1,1,PT01,1,0,27,NA,1,NA,5,8,0,5,27
2024,2845300,Topeka,46,103,39660,23.788,75035,86487,88300,13750,95,6.25,456000,25.27,26.15,5,NA,30,1,01,0,360,360,01,1,1,PT01,1,0,45,NA,1,NA,NA,8,0,5,45
2024,2845301,Topeka,31,047,30420,75.077,71330,81979,82700,4270,89,6.875,238000,49.37,49.37,4,NA,25,1,01,0,360,360,01,1,1,PT01,1,0,30,NA,1,NA,5,8,0,4,30
2024,2845302,Topeka,56,031,99999,13.533,74342,91927,92700,6326,90,7.125,148500,0,37.93,5,NA,25,1,01,0,360,360,01,2,1,PT01,1,0,36,NA,NA,NA,NA,8,0,5,36
2024,2845303,Topeka,31,121,24260,9.617,75833,78557,95600,17998,89,6.875,360000,17.65,30.72,5,4,25,1,01,0,360,360,01,1,1,PT01,2,0,45,46,1,2,5,5,0,4,45.5
2024,2845304,Topeka,17,097,16980,33.217,191375,106055,109800,31811,77,6.875,649000,19.6,41.03,5,5,0,1,01,0,360,360,01,1,1,PT07,2,0,39,43,2,1,5,5,0,5,41
2024,2845305,Topeka,31,055,36540,32.65,87546,102337,109700,7500,80,7.625,192000,25.12,43.51,4,NA,0,6,01,0,360,360,01,1,1,PT01,1,0,38,NA,2,NA,5,8,0,4,38
2024,2845306,Topeka,31,055,36540,28.468,91914,102337,109700,17361,75,6.875,352500,19.26,45.84,4,4,0,1,01,0,360,360,01,1,1,PT07,2,0,54,61,2,1,5,5,0,4,57.5
2024,2845307,Topeka,20,091,28140,20.373,106536,99766,103000,9534,90,7.125,328500,31.33,45.23,4,4,25,1,01,0,360,360,01,1,1,PT01,2,0,46,45,NA,NA,NA,NA,0,4,45.5
2024,2845308,Topeka,31,055,36540,10.905,144737,102337,109700,10542,77,7,282293,26.35,35.33,5,5,0,1,01,0,360,360,01,1,1,PT07,2,0,29,44,2,1,5,5,0,5,36.5
